"","event.id","visible","timestamp","gps.hdop","sensor.type","individual.taxon.canonical.name","tag.local.identifier","individual.local.identifier","study.name","geometry"
"711",20940184213,"true","2015-06-08 01:20:00.000",1.5,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.456855, -33.961805)
"712",20940184219,"true","2015-06-08 01:40:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.456412, -33.961853)
"713",20940184225,"true","2015-06-08 02:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.456292, -33.96208)
"714",20940184231,"true","2015-06-08 02:20:00.000",1.3,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.455938, -33.961877)
"715",20940184237,"true","2015-06-08 02:40:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.456393, -33.961703)
"716",20940184243,"true","2015-06-08 03:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.455905, -33.961885)
"717",20940184249,"true","2015-06-08 03:20:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.456427, -33.961688)
"718",20940184255,"true","2015-06-08 03:40:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.456362, -33.961728)
"719",20940184263,"true","2015-06-08 04:20:00.000",1.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.456402, -33.96273)
"720",20940184268,"true","2015-06-08 04:40:00.000",1.4,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.455993, -33.962727)
"721",20940184273,"true","2015-06-08 05:00:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.455373, -33.962567)
"722",20940184278,"true","2015-06-08 05:20:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.455173, -33.96234)
"723",20940184283,"true","2015-06-08 05:40:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.455503, -33.962352)
"724",20940184288,"true","2015-06-08 06:00:00.000",1.3,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.458738, -33.965023)
"725",20940184293,"true","2015-06-08 06:20:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.458573, -33.963807)
"726",20940184298,"true","2015-06-08 06:40:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.455973, -33.965282)
"727",20940184303,"true","2015-06-08 07:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.454498, -33.96267)
"728",20940184308,"true","2015-06-08 07:20:00.000",1.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.45595, -33.96363)
"729",20940184313,"true","2015-06-08 07:40:00.000",1.5,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.45861, -33.964837)
"730",20940184318,"true","2015-06-08 08:00:00.000",1.3,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.45861, -33.96249)
"731",20940184323,"true","2015-06-08 08:20:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.457723, -33.962245)
"732",20940184329,"true","2015-06-08 08:40:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.458102, -33.962002)
"733",20940184335,"true","2015-06-08 09:00:00.000",2.5,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.458807, -33.961635)
"734",20940184341,"true","2015-06-08 09:20:00.000",2.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.45884, -33.960985)
"735",20940184346,"true","2015-06-08 09:40:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.457678, -33.962422)
"736",20940184351,"true","2015-06-08 10:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.458035, -33.962412)
"737",20940184356,"true","2015-06-08 10:20:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.457927, -33.962433)
"738",20940184361,"true","2015-06-08 10:40:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.458003, -33.962407)
"739",20940184366,"true","2015-06-08 11:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.458165, -33.962248)
"740",20940184371,"true","2015-06-08 11:20:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.457827, -33.962193)
"741",20940184376,"true","2015-06-08 11:40:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.457873, -33.96208)
"742",20940184381,"true","2015-06-08 12:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.45867, -33.961065)
"743",20940184386,"true","2015-06-08 12:20:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.459015, -33.961257)
"744",20940184391,"true","2015-06-08 12:40:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.456778, -33.962258)
"745",20940184396,"true","2015-06-08 13:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.457295, -33.965125)
"746",20940184401,"true","2015-06-08 13:20:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.456537, -33.965822)
"747",20940184405,"true","2015-06-08 13:40:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.45654, -33.965485)
"748",20940184409,"true","2015-06-08 14:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.453483, -33.964758)
"749",20940184413,"true","2015-06-08 14:20:00.000",0.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.453383, -33.964843)
"750",20940184417,"true","2015-06-08 14:40:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.451053, -33.962295)
"751",20940184421,"true","2015-06-08 15:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.449337, -33.961265)
"752",20940184426,"true","2015-06-08 15:20:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.448757, -33.961163)
"753",20940184431,"true","2015-06-08 15:40:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.451578, -33.961343)
"754",20940184437,"true","2015-06-08 16:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.451487, -33.961632)
"755",20940184442,"true","2015-06-08 16:20:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452215, -33.961587)
"756",20940184447,"true","2015-06-08 16:40:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452087, -33.961487)
"757",20940184452,"true","2015-06-08 17:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.451987, -33.961295)
"758",20940184466,"true","2015-06-08 18:00:00.000",1.7,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452348, -33.96159)
"759",20940184472,"true","2015-06-08 18:20:00.000",0.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452308, -33.96161)
"760",20940184477,"true","2015-06-08 18:40:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452527, -33.961493)
"761",20940184483,"true","2015-06-08 19:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452785, -33.9612)
"762",20940184488,"true","2015-06-08 19:20:00.000",1.6,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452177, -33.961605)
"763",20940184494,"true","2015-06-08 19:40:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452437, -33.960737)
"764",20940184500,"true","2015-06-08 20:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452023, -33.961895)
"765",20940184505,"true","2015-06-08 20:20:00.000",1.3,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452162, -33.961503)
"766",20940184511,"true","2015-06-08 20:40:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.45205, -33.961683)
"767",20940184516,"true","2015-06-08 21:00:00.000",0.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452063, -33.961937)
"768",20940184522,"true","2015-06-08 21:20:00.000",1.3,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.451892, -33.961723)
"769",20940184533,"true","2015-06-08 22:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452113, -33.961785)
"770",20940184539,"true","2015-06-08 22:20:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452317, -33.961742)
"771",20940184544,"true","2015-06-08 22:40:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452093, -33.961827)
"772",20940184549,"true","2015-06-08 23:00:00.000",1.5,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452097, -33.961705)
"773",20940184554,"true","2015-06-08 23:20:00.000",1.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.451902, -33.961865)
"774",20940184559,"true","2015-06-08 23:40:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452102, -33.961883)
"775",20940184564,"true","2015-06-09 00:00:00.000",1.3,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452052, -33.961715)
"776",20940184569,"true","2015-06-09 00:20:00.000",1.4,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452077, -33.961832)
"777",20940184574,"true","2015-06-09 00:40:00.000",1.7,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452142, -33.961495)
"778",20940184579,"true","2015-06-09 01:00:00.000",1.4,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452012, -33.96168)
"779",20940184584,"true","2015-06-09 01:20:00.000",1.5,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.45215, -33.961698)
"780",20940184589,"true","2015-06-09 01:40:00.000",2.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452005, -33.961788)
"781",20940184594,"true","2015-06-09 02:00:00.000",3.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.451965, -33.961772)
"782",20940184599,"true","2015-06-09 02:20:00.000",2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452033, -33.961723)
"783",20940184604,"true","2015-06-09 02:40:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452022, -33.961835)
"784",20940184609,"true","2015-06-09 03:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452032, -33.961723)
"785",20940184614,"true","2015-06-09 03:20:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452235, -33.961545)
"786",20940184619,"true","2015-06-09 03:40:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452283, -33.961848)
"787",20940184624,"true","2015-06-09 04:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.453693, -33.963892)
"788",20940184629,"true","2015-06-09 04:20:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.454517, -33.96459)
"789",20940184634,"true","2015-06-09 04:40:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.454707, -33.964773)
"790",20940184638,"true","2015-06-09 05:00:00.000",1.5,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.454617, -33.96496)
"791",20940184642,"true","2015-06-09 05:20:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.456792, -33.965607)
"792",20940184646,"true","2015-06-09 05:40:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.45683, -33.965708)
"793",20940184650,"true","2015-06-09 06:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.45653, -33.965777)
"794",20940184655,"true","2015-06-09 06:20:00.000",0.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.457495, -33.964747)
"795",20940184660,"true","2015-06-09 06:40:00.000",0.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.456733, -33.96609)
"796",20940184710,"true","2015-06-09 10:20:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.44968, -33.960123)
"797",20940184715,"true","2015-06-09 10:40:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.450057, -33.958543)
"798",20940184725,"true","2015-06-09 11:20:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.453385, -33.959733)
"799",20940184731,"true","2015-06-09 11:40:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.453335, -33.959768)
"800",20940184737,"true","2015-06-09 12:00:00.000",1.5,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.453708, -33.959392)
"801",20940184743,"true","2015-06-09 15:00:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.455537, -33.957693)
"802",20940184762,"true","2015-06-10 03:00:00.000",1.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.45877, -33.965867)
"803",20940184767,"true","2015-06-10 06:00:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.461635, -33.964625)
"804",20940184772,"true","2015-06-10 09:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.462517, -33.963508)
"805",20940184778,"true","2015-06-10 12:00:00.000",1.4,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.461913, -33.963748)
"806",20940184783,"true","2015-06-10 15:00:00.000",1.4,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46222, -33.964045)
"807",20940184789,"true","2015-06-10 18:00:00.000",1.3,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.461232, -33.963492)
"808",20940184794,"true","2015-06-10 21:00:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.461377, -33.96363)
"809",20940184800,"true","2015-06-11 00:00:00.000",2.4,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.461188, -33.962465)
"810",20940184806,"true","2015-06-11 03:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.461372, -33.961972)
"811",20940184812,"true","2015-06-11 06:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.461338, -33.961903)
"812",20940184823,"true","2015-06-11 12:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.465162, -33.962768)
"813",20940184833,"true","2015-06-11 18:00:00.000",1.6,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.461087, -33.962197)
"814",20940184839,"true","2015-06-11 21:00:00.000",1.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.461105, -33.962038)
"815",20940184845,"true","2015-06-12 00:00:00.000",0.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.461107, -33.962125)
"816",20940184851,"true","2015-06-12 03:00:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.461382, -33.962223)
"817",20940184857,"true","2015-06-12 06:00:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.460405, -33.963467)
"818",20940184862,"true","2015-06-12 09:00:00.000",2.6,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.460597, -33.961273)
"819",20940184867,"true","2015-06-12 12:00:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.461395, -33.963775)
"820",20940184873,"true","2015-06-12 15:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.459672, -33.965097)
"821",20940184878,"true","2015-06-12 18:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.456607, -33.96148)
"822",20940184887,"true","2015-06-13 00:00:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.456307, -33.961728)
"823",20940184892,"true","2015-06-13 03:00:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.456703, -33.961883)
"824",20940184897,"true","2015-06-13 06:00:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.454938, -33.963627)
"825",20940184902,"true","2015-06-13 09:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.454445, -33.964785)
"826",20940184907,"true","2015-06-13 12:00:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.454142, -33.963698)
"827",20940184912,"true","2015-06-13 15:00:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.456483, -33.965043)
"828",20940184921,"true","2015-06-13 21:00:00.000",1.3,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452057, -33.96195)
"829",20940184926,"true","2015-06-14 00:00:00.000",1.3,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.450393, -33.961897)
"830",20940184931,"true","2015-06-14 03:00:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.466282, -33.947018)
"831",20940184936,"true","2015-06-14 06:00:00.000",0.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.465803, -33.948927)
"832",20940184941,"true","2015-06-14 09:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.465058, -33.952337)
"833",20940184946,"true","2015-06-14 12:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46308, -33.952658)
"834",20940184951,"true","2015-06-14 15:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.465595, -33.950733)
"835",20940184956,"true","2015-06-14 18:00:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.465547, -33.948917)
"836",20940184961,"true","2015-06-14 21:00:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.464937, -33.949332)
"837",20940184965,"true","2015-06-15 00:00:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.464385, -33.947828)
"838",20940184970,"true","2015-06-15 03:00:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463628, -33.944387)
"839",20940184974,"true","2015-06-15 06:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.462983, -33.945527)
"840",20940184977,"true","2015-06-15 09:00:00.000",1.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.456898, -33.950042)
"841",20940184982,"true","2015-06-15 12:00:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.457692, -33.954868)
"842",20940184986,"true","2015-06-15 15:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.45656, -33.961252)
"843",20940184990,"true","2015-06-15 18:00:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.456447, -33.961587)
"844",20940184994,"true","2015-06-15 21:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.456495, -33.961843)
"845",20940185000,"true","2015-06-16 03:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.455612, -33.963007)
"846",20940185004,"true","2015-06-16 06:00:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.455888, -33.96509)
"847",20940185009,"true","2015-06-16 09:00:00.000",1.3,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.45898, -33.961695)
"848",20940185013,"true","2015-06-16 12:00:00.000",3.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.451625, -33.958845)
"849",20940185018,"true","2015-06-16 15:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.458255, -33.963285)
"850",20940185027,"true","2015-06-17 00:00:00.000",1.4,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.452483, -33.961663)
"851",20940185030,"true","2015-06-17 03:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.455463, -33.96483)
"852",20940185034,"true","2015-06-17 06:00:00.000",1.5,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.454268, -33.964355)
"853",20940185039,"true","2015-06-17 09:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.451205, -33.959775)
"854",20940185045,"true","2015-06-17 12:00:00.000",1.3,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.456048, -33.962528)
"855",20940185051,"true","2015-06-17 15:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.459918, -33.955658)
